F148W,F169M,F172M,N219M,N279N,U,B,V,R,I,J,H,K,FUV,NUV,age,Z
2.92302E-22,3.31289E-22,3.56446E-22,4.26024E-22,4.88875E-22,8.77389E-22,1.8351E-21,2.14119E-21,2.58314E-21,2.91958E-21,4.28264E-21,5.26221E-21,1.16818E-21,3.15506E-22,4.45517E-22,1.00E-02,8.40E+00
1.83718E-22,2.19442E-22,2.45709E-22,3.03646E-22,3.64574E-22,7.16982E-22,1.54654E-21,1.70632E-21,1.91153E-21,2.03822E-21,2.723E-21,3.21209E-21,7.042E-22,2.02621E-22,3.22045E-22,1.00E-02,8.50E+00
9.00577E-23,1.17025E-22,1.41828E-22,1.85573E-22,2.37804E-22,5.4305E-22,1.30139E-21,1.6555E-21,2.17342E-21,2.61657E-21,4.05143E-21,5.12559E-21,1.14561E-21,1.01847E-22,2.00893E-22,1.00E-02,8.60E+00
4.29938E-23,6.13124E-23,8.51336E-23,1.20934E-22,1.66731E-22,4.27067E-22,1.06323E-21,1.36352E-21,1.74573E-21,2.00991E-21,2.83638E-21,3.43137E-21,7.49521E-22,4.88238E-23,1.34228E-22,1.00E-02,8.70E+00
2.14069E-23,3.06224E-23,4.81054E-23,7.59179E-23,1.13506E-22,3.29698E-22,8.78407E-22,1.2975E-21,1.8494E-21,2.22444E-21,3.29907E-21,4.06024E-21,8.86086E-22,2.35423E-23,8.68126E-23,1.00E-02,8.80E+00
9.2716E-24,1.33433E-23,2.47415E-23,4.7332E-23,8.01454E-23,2.59437E-22,7.1374E-22,1.14282E-21,1.72948E-21,2.13173E-21,3.26185E-21,4.0735E-21,8.91267E-22,9.96687E-24,5.69777E-23,1.00E-02,8.90E+00
3.38526E-24,4.93254E-24,1.05558E-23,2.64504E-23,5.4138E-23,2.04552E-22,5.41936E-22,8.37352E-22,1.17946E-21,1.38096E-21,1.92109E-21,2.28003E-21,4.889E-22,3.63158E-24,3.45919E-23,1.00E-02,9.00E+00
2.00618E-24,2.73587E-24,5.23579E-24,1.5296E-23,3.77073E-23,1.61704E-22,4.03582E-22,5.80347E-22,7.19721E-22,7.50323E-22,7.99157E-22,7.79471E-22,1.52299E-22,2.18713E-24,2.17825E-23,1.00E-02,9.10E+00
1.29395E-24,1.7375E-24,2.82958E-24,8.47886E-24,2.50707E-23,1.24123E-22,3.29761E-22,5.45708E-22,7.79263E-22,9.08975E-22,1.22244E-21,1.41076E-21,2.97616E-22,1.43789E-24,1.31868E-23,1.00E-02,9.20E+00
7.64325E-25,1.02831E-24,1.58762E-24,4.7376E-24,1.66387E-23,9.24659E-23,2.51553E-22,4.40559E-22,6.60225E-22,7.98333E-22,1.13858E-21,1.35969E-21,2.90889E-22,8.50406E-25,8.03597E-24,1.00E-02,9.30E+00
3.02847E-25,4.16576E-25,6.71809E-25,2.34696E-24,1.04189E-23,6.75889E-23,1.91866E-22,3.52122E-22,5.3717E-22,6.52674E-22,9.30945E-22,1.10777E-21,2.35961E-22,3.35837E-25,4.51656E-24,1.00E-02,9.40E+00
1.35054E-25,1.93924E-25,3.35355E-25,1.24333E-24,6.71279E-24,4.8837E-23,1.43649E-22,2.73197E-22,4.23315E-22,5.17035E-22,7.45727E-22,8.89185E-22,1.89034E-22,1.47491E-25,2.66943E-24,1.00E-02,9.50E+00
6.68862E-26,8.16779E-26,1.37551E-25,6.21971E-25,4.28076E-24,3.52763E-23,1.08145E-22,2.12281E-22,3.32335E-22,4.05841E-22,5.85065E-22,6.94321E-22,1.46844E-22,6.85653E-26,1.54422E-24,1.00E-02,9.60E+00
4.16316E-26,4.12762E-26,5.34682E-26,2.95966E-25,2.81356E-24,2.61925E-23,8.33038E-23,1.68058E-22,2.66721E-22,3.2831E-22,4.81247E-22,5.74518E-22,1.21669E-22,4.05491E-26,9.06244E-25,1.00E-02,9.70E+00
2.99328E-26,2.89766E-26,3.43289E-26,1.90365E-25,2.1181E-24,2.08969E-23,6.72554E-23,1.36053E-22,2.14781E-22,2.61924E-22,3.75353E-22,4.41392E-22,9.25618E-23,2.91004E-26,6.45962E-25,1.00E-02,9.80E+00
1.61667E-26,1.57816E-26,1.8301E-26,1.14445E-25,1.49919E-24,1.4365E-23,4.33055E-23,8.31664E-23,1.27081E-22,1.52522E-22,2.12845E-22,2.4508E-22,5.09853E-23,1.57899E-26,4.371E-25,1.00E-02,9.90E+00
2.80056E-26,2.6762E-26,2.90865E-26,8.25882E-26,1.02249E-24,1.16918E-23,4.04136E-23,8.51761E-23,1.37937E-22,1.70708E-22,2.50378E-22,2.96734E-22,6.22589E-23,2.7153E-26,2.90334E-25,1.00E-02,1.00E+01
8.20006E-27,7.60077E-27,7.68454E-27,3.89993E-26,7.90774E-25,9.02037E-24,2.92497E-23,5.84736E-23,9.10771E-23,1.09779E-22,1.52105E-22,1.73146E-22,3.56062E-23,7.88237E-27,2.00799E-25,1.00E-02,1.01E+01
2.06221E-26,1.92545E-26,1.88442E-26,3.49915E-26,5.42788E-25,7.27E-24,2.70138E-23,5.92155E-23,9.86E-23,1.24205E-22,1.87512E-22,2.24881E-22,4.73189E-23,1.99404E-26,1.40289E-25,1.00E-02,1.02E+01
2.26392E-26,2.10081E-26,2.07145E-26,3.27119E-26,4.95477E-25,7.54656E-24,2.98705E-23,6.75237E-23,1.14516E-22,1.45958E-22,2.2636E-22,2.75667E-22,5.8401E-23,2.17902E-26,1.24787E-25,1.00E-02,1.03E+01
1.27515E-26,1.2016E-26,1.16033E-26,1.40631E-26,1.603E-25,2.76346E-24,1.13468E-23,2.57481E-23,4.41651E-23,5.64877E-23,8.5539E-23,1.01053E-22,2.09658E-23,1.24219E-26,4.19293E-26,1.00E-02,1.04E+01
3.14352E-27,2.83822E-27,2.61287E-27,3.61994E-27,1.04777E-25,2.13642E-24,9.04624E-24,2.07001E-23,3.6041E-23,4.65823E-23,7.12167E-23,8.42163E-23,1.74409E-23,2.99859E-27,2.21086E-26,1.00E-02,1.05E+01
9.60292E-27,1.76147E-26,3.79768E-26,8.08223E-26,2.2076E-25,2.28615E-24,9.12887E-24,1.96454E-23,3.37447E-23,4.34684E-23,6.64617E-23,7.85694E-23,1.62667E-23,1.07024E-26,1.13177E-25,1.00E-02,1.06E+01
3.51883E-25,3.8664E-25,4.03467E-25,4.70375E-25,5.89726E-25,2.46304E-24,8.83827E-24,1.84455E-23,3.13708E-23,4.01897E-23,6.08848E-23,7.14211E-23,1.47015E-23,3.74951E-25,4.98195E-25,1.00E-02,1.07E+01
6.99493E-25,6.51534E-25,6.29596E-25,5.99407E-25,6.06126E-25,2.73662E-24,1.18045E-23,2.85291E-23,5.1875E-23,6.91909E-23,1.14014E-22,1.42228E-22,3.03361E-23,6.76445E-25,6.06876E-25,1.00E-02,1.08E+01
1.68178E-25,1.47684E-25,1.5224E-25,1.69122E-25,1.36011E-25,7.21078E-25,3.6017E-24,9.27678E-24,1.79671E-23,2.47345E-23,4.07396E-23,4.96801E-23,1.03599E-23,1.53546E-25,1.61455E-25,1.00E-02,1.09E+01
1.79271E-25,1.50257E-25,1.56879E-25,2.09556E-25,1.47579E-25,3.40018E-25,1.49025E-24,3.76632E-24,7.17292E-24,9.66317E-24,1.5607E-23,1.91736E-23,4.02011E-24,1.61067E-25,1.93588E-25,1.00E-02,1.10E+01
1.09032E-19,1.01144E-19,9.75441E-20,8.60591E-20,5.90442E-20,3.93735E-20,3.28041E-20,2.32432E-20,1.71516E-20,1.22135E-20,5.81476E-21,3.44743E-21,1.79561E-21,1.04237E-19,7.93531E-20,1.40E-02,6.00E+00
1.26679E-19,1.1716E-19,1.14432E-19,1.03202E-19,7.24427E-20,4.8774E-20,4.07399E-20,2.89436E-20,2.13853E-20,1.52391E-20,7.22477E-21,4.26375E-21,2.28768E-21,1.20548E-19,9.60299E-20,1.40E-02,6.10E+00
1.32196E-19,1.22051E-19,1.20034E-19,1.09766E-19,7.75809E-20,5.24112E-20,4.38506E-20,3.12041E-20,2.30953E-20,1.64813E-20,7.8229E-21,4.61143E-21,2.48812E-21,1.25354E-19,1.02379E-19,1.40E-02,6.20E+00
1.30573E-19,1.20235E-19,1.19081E-19,1.10159E-19,7.90078E-20,5.37457E-20,4.52564E-20,3.2273E-20,2.39545E-20,1.71214E-20,8.17847E-21,4.83028E-21,2.62386E-21,1.23354E-19,1.03329E-19,1.40E-02,6.30E+00
1.29368E-19,1.18307E-19,1.18015E-19,1.11414E-19,8.4059E-20,5.85404E-20,5.01501E-20,3.59902E-20,2.68053E-20,1.92084E-20,9.2613E-21,5.48666E-21,3.00317E-21,1.21856E-19,1.0692E-19,1.40E-02,6.40E+00
1.06798E-19,9.70779E-20,9.72362E-20,9.26814E-20,7.27352E-20,5.2592E-20,4.72354E-20,3.4871E-20,2.64821E-20,1.92905E-20,9.85154E-21,6.01406E-21,3.22924E-21,1.00427E-19,9.04491E-20,1.40E-02,6.50E+00
7.71782E-20,7.00837E-20,7.00163E-20,6.6517E-20,5.33668E-20,3.96833E-20,3.66542E-20,2.75611E-20,2.16013E-20,1.63266E-20,9.71691E-21,7.01268E-21,2.97323E-21,7.26535E-20,6.53813E-20,1.40E-02,6.60E+00
5.75458E-20,5.19258E-20,5.18024E-20,4.86228E-20,3.88141E-20,2.87872E-20,2.68396E-20,2.11364E-20,1.87189E-20,1.66488E-20,1.68331E-20,1.79526E-20,5.06267E-21,5.40206E-20,4.78396E-20,1.40E-02,6.70E+00
4.15892E-20,3.74232E-20,3.72525E-20,3.45519E-20,2.82081E-20,2.13077E-20,2.04193E-20,1.71184E-20,1.73772E-20,1.80068E-20,2.43676E-20,2.94014E-20,7.54522E-21,3.89962E-20,3.43871E-20,1.40E-02,6.80E+00
2.99018E-20,2.69691E-20,2.69163E-20,2.50997E-20,2.10716E-20,1.62084E-20,1.60056E-20,1.45782E-20,1.75106E-20,2.14033E-20,3.61866E-20,4.73243E-20,1.15268E-20,2.8053E-20,2.52888E-20,1.40E-02,6.90E+00
2.05945E-20,1.86188E-20,1.86968E-20,1.75349E-20,1.51562E-20,1.19648E-20,1.23191E-20,1.15831E-20,1.41759E-20,1.73571E-20,2.9152E-20,3.80947E-20,9.08975E-21,1.93378E-20,1.78442E-20,1.40E-02,7.00E+00
1.45416E-20,1.31408E-20,1.34371E-20,1.29228E-20,1.11988E-20,8.96528E-21,9.7051E-21,9.27906E-21,1.10027E-20,1.26863E-20,1.95303E-20,2.47311E-20,5.68198E-21,1.36535E-20,1.30553E-20,1.40E-02,7.10E+00
1.03474E-20,9.43923E-21,9.69075E-21,9.47196E-21,8.38475E-21,7.16572E-21,8.42194E-21,8.00262E-21,8.84097E-21,9.37424E-21,1.25795E-20,1.4997E-20,3.33589E-21,9.77957E-21,9.57242E-21,1.40E-02,7.20E+00
7.56203E-21,7.00743E-21,7.17955E-21,7.12441E-21,6.46117E-21,6.05904E-21,7.79536E-21,7.34595E-21,7.70974E-21,7.74191E-21,9.34312E-21,1.05703E-20,2.30717E-21,7.22407E-21,7.20905E-21,1.40E-02,7.30E+00
5.9546E-21,5.60107E-21,5.71664E-21,5.73173E-21,5.29851E-21,5.24595E-21,7.0702E-21,6.546E-21,6.53305E-21,6.25207E-21,6.81164E-21,7.29498E-21,1.55272E-21,5.74794E-21,5.80606E-21,1.40E-02,7.40E+00
4.60007E-21,4.39903E-21,4.47289E-21,4.54023E-21,4.28376E-21,4.45447E-21,6.2443E-21,5.78554E-21,5.67027E-21,5.30059E-21,5.42935E-21,5.57673E-21,1.16095E-21,4.49099E-21,4.6042E-21,1.40E-02,7.50E+00
3.52927E-21,3.42903E-21,3.47544E-21,3.57688E-21,3.44642E-21,3.80596E-21,5.63674E-21,5.34289E-21,5.25678E-21,4.8796E-21,4.81526E-21,4.76699E-21,9.73823E-22,3.48391E-21,3.63175E-21,1.40E-02,7.60E+00
2.75844E-21,2.7301E-21,2.7632E-21,2.88845E-21,2.84235E-21,3.27857E-21,5.02074E-21,4.93815E-21,4.94324E-21,4.59625E-21,4.4473E-21,4.27575E-21,8.5602E-22,2.75775E-21,2.93484E-21,1.40E-02,7.70E+00
2.07456E-21,2.08938E-21,2.11659E-21,2.2551E-21,2.26193E-21,2.67665E-21,4.14477E-21,4.168E-21,4.37454E-21,4.36255E-21,5.43065E-21,6.13915E-21,1.33648E-21,2.09885E-21,2.29293E-21,1.40E-02,7.80E+00
1.5487E-21,1.58519E-21,1.61138E-21,1.75096E-21,1.79046E-21,2.23777E-21,3.60974E-21,3.72176E-21,3.97429E-21,4.01832E-21,5.01885E-21,5.65208E-21,1.22776E-21,1.58375E-21,1.7825E-21,1.40E-02,7.90E+00
1.18822E-21,1.23868E-21,1.26751E-21,1.40711E-21,1.46575E-21,1.91749E-21,3.18652E-21,3.32513E-21,3.67973E-21,3.93076E-21,5.63311E-21,6.7896E-21,1.51857E-21,1.22929E-21,1.4345E-21,1.40E-02,8.00E+00
8.40295E-22,8.95068E-22,9.25472E-22,1.05371E-21,1.1224E-21,1.59194E-21,2.82501E-21,3.08859E-21,3.60755E-21,4.04267E-21,6.25789E-21,7.7649E-21,1.75152E-21,8.8068E-22,1.0776E-21,1.40E-02,8.10E+00
5.8934E-22,6.4341E-22,6.74817E-22,7.87503E-22,8.5821E-22,1.31403E-21,2.41284E-21,2.54775E-21,2.8351E-21,3.06078E-21,4.45521E-21,5.41193E-21,1.21183E-21,6.26095E-22,8.09075E-22,1.40E-02,8.20E+00
3.80236E-22,4.27568E-22,4.5802E-22,5.48255E-22,6.15063E-22,1.04814E-21,2.08117E-21,2.29602E-21,2.64536E-21,2.92542E-21,4.40949E-21,5.40879E-21,1.21227E-21,4.09715E-22,5.67721E-22,1.40E-02,8.30E+00
2.36053E-22,2.75937E-22,3.05186E-22,3.75375E-22,4.36522E-22,8.28728E-22,1.75624E-21,1.96767E-21,2.25162E-21,2.45157E-21,3.56484E-21,4.29275E-21,9.53621E-22,2.58151E-22,3.931E-22,1.40E-02,8.40E+00
1.28935E-22,1.62067E-22,1.90836E-22,2.45695E-22,3.0171E-22,6.44365E-22,1.45068E-21,1.65327E-21,1.94006E-21,2.1962E-21,3.45662E-21,4.31392E-21,9.73088E-22,1.44253E-22,2.61624E-22,1.40E-02,8.50E+00
6.26737E-23,8.58675E-23,1.12231E-22,1.54548E-22,2.02696E-22,4.96048E-22,1.199E-21,1.46788E-21,1.8308E-21,2.14793E-21,3.28473E-21,4.069E-21,9.09427E-22,7.09061E-23,1.68114E-22,1.40E-02,8.60E+00
3.04211E-23,4.3591E-23,6.58939E-23,1.00765E-22,1.42414E-22,3.91825E-22,1.00053E-21,1.3293E-21,1.80342E-21,2.23234E-21,3.52793E-21,4.44828E-21,9.95635E-22,3.36713E-23,1.12461E-22,1.40E-02,8.70E+00
1.69855E-23,2.27829E-23,3.66374E-23,6.30757E-23,9.79601E-23,3.05453E-22,8.18389E-22,1.21704E-21,1.77974E-21,2.25003E-21,3.58189E-21,4.5149E-21,1.00401E-21,1.82607E-23,7.29787E-23,1.40E-02,8.80E+00
7.46133E-24,9.93534E-24,1.71951E-23,3.60167E-23,6.5474E-23,2.36856E-22,6.57095E-22,1.07038E-21,1.65737E-21,2.14175E-21,3.47722E-21,4.41298E-21,9.80682E-22,8.03419E-24,4.45087E-23,1.40E-02,8.90E+00
2.38639E-24,3.29058E-24,6.43133E-24,1.80979E-23,4.26064E-23,1.8327E-22,4.85678E-22,7.57405E-22,1.08768E-21,1.32565E-21,1.96204E-21,2.38465E-21,5.21358E-22,2.57022E-24,2.51371E-23,1.40E-02,9.00E+00
1.6275E-24,2.02433E-24,3.21897E-24,9.66997E-24,2.83941E-23,1.45985E-22,3.99727E-22,6.7599E-22,1.01729E-21,1.26976E-21,1.9221E-21,2.35334E-21,5.14716E-22,1.75446E-24,1.49201E-23,1.40E-02,9.10E+00
1.17947E-24,1.51952E-24,2.10035E-24,5.58519E-24,1.9115E-23,1.07896E-22,2.87949E-22,4.76765E-22,6.84573E-22,8.15485E-22,1.13533E-21,1.32667E-21,2.83949E-22,1.31519E-24,9.28782E-24,1.40E-02,9.20E+00
5.79686E-25,8.22022E-25,1.22603E-24,3.1961E-24,1.28131E-23,8.13106E-23,2.24723E-22,3.92215E-22,5.86457E-22,7.18912E-22,1.05762E-21,1.26866E-21,2.74082E-22,6.55565E-25,5.7457E-24,1.40E-02,9.30E+00
2.46669E-25,3.22556E-25,5.14878E-25,1.56267E-24,8.10396E-24,6.09447E-23,1.83999E-22,3.50603E-22,5.48201E-22,6.81284E-22,1.03216E-21,1.2482E-21,2.69057E-22,2.6011E-25,3.23795E-24,1.40E-02,9.40E+00
8.91559E-26,1.17239E-25,2.01411E-25,7.52112E-25,5.20092E-24,4.36481E-23,1.34444E-22,2.61023E-22,4.11506E-22,5.14058E-22,7.92224E-22,9.6343E-22,2.07954E-22,9.25389E-26,1.85054E-24,1.40E-02,9.50E+00
3.99505E-26,4.78494E-26,8.66369E-26,3.87546E-25,3.38724E-24,3.10226E-23,9.51301E-23,1.81362E-22,2.76482E-22,3.34731E-22,4.91292E-22,5.79066E-22,1.23188E-22,3.97913E-26,1.10045E-24,1.40E-02,9.60E+00
3.52197E-26,3.42242E-26,4.03136E-26,1.80348E-25,2.19807E-24,2.22971E-23,7.23697E-23,1.45413E-22,2.30554E-22,2.85412E-22,4.31638E-22,5.17011E-22,1.10313E-22,3.41969E-26,6.41959E-25,1.40E-02,9.70E+00
2.96142E-26,2.78797E-26,2.95358E-26,1.08699E-25,1.56663E-24,1.7445E-23,5.8891E-23,1.20754E-22,1.92959E-22,2.39628E-22,3.63851E-22,4.3556E-22,9.27633E-23,2.85903E-26,4.29995E-25,1.40E-02,9.80E+00
2.66398E-26,2.49349E-26,2.58334E-26,7.53552E-26,1.18009E-24,1.42764E-23,5.03E-23,1.05555E-22,1.70663E-22,2.12813E-22,3.25051E-22,3.89597E-22,8.28484E-23,2.56667E-26,3.10566E-25,1.40E-02,9.90E+00
8.76956E-27,8.21996E-27,8.49127E-27,3.7971E-26,8.77192E-25,1.07804E-23,3.60593E-23,7.18791E-23,1.10835E-22,1.32894E-22,1.86229E-22,2.11651E-22,4.37913E-23,8.46823E-27,2.10787E-25,1.40E-02,1.00E+01
2.0527E-26,1.91062E-26,1.87599E-26,3.41005E-26,6.0795E-25,8.29055E-24,3.08457E-23,6.65785E-23,1.09907E-22,1.38818E-22,2.15778E-22,2.59884E-22,5.52098E-23,1.98026E-26,1.48646E-25,1.40E-02,1.01E+01
1.62017E-26,1.50032E-26,1.45794E-26,2.20441E-26,4.45052E-25,7.13024E-24,2.87715E-23,6.47348E-23,1.09809E-22,1.41228E-22,2.27617E-22,2.78853E-22,5.96407E-23,1.56036E-26,1.02022E-25,1.40E-02,1.02E+01
7.34672E-27,6.74519E-27,6.39629E-27,1.12021E-26,3.11833E-25,4.85662E-24,1.86249E-23,4.02545E-23,6.62916E-23,8.32865E-23,1.26806E-22,1.49853E-22,3.14154E-23,7.05474E-27,6.75805E-26,1.40E-02,1.03E+01
2.1487E-26,2.01194E-26,1.97696E-26,2.1816E-26,2.16964E-25,4.38122E-24,1.99956E-23,4.76502E-23,8.42407E-23,1.11185E-22,1.88486E-22,2.3554E-22,5.06898E-23,2.07936E-26,5.65416E-26,1.40E-02,1.04E+01
1.46995E-26,2.3392E-26,4.0624E-26,6.80825E-26,1.8311E-25,2.3925E-24,1.05143E-23,2.41277E-23,4.266E-23,5.64338E-23,9.34706E-23,1.14532E-22,2.43204E-23,1.61198E-26,9.17182E-26,1.40E-02,1.05E+01
4.17652E-25,4.48228E-25,4.63484E-25,5.33941E-25,6.12011E-25,1.99525E-24,7.15839E-24,1.51008E-23,2.65985E-23,3.52852E-23,5.78227E-23,6.97569E-23,1.45808E-23,4.39859E-25,5.53063E-25,1.40E-02,1.06E+01
8.19009E-25,7.34818E-25,7.11004E-25,6.50188E-25,5.63508E-25,1.26979E-24,4.93452E-24,1.15949E-23,2.169E-23,2.9633E-23,4.9821E-23,6.05432E-23,1.26539E-23,7.72989E-25,6.45655E-25,1.40E-02,1.07E+01
3.58554E-25,3.07039E-25,3.18589E-25,3.95007E-25,2.9755E-25,1.134E-24,5.14973E-24,1.23881E-23,2.28414E-23,3.06405E-23,4.95887E-23,5.92085E-23,1.22624E-23,3.24366E-25,3.70184E-25,1.40E-02,1.08E+01
3.50582E-25,2.99339E-25,3.11157E-25,4.14583E-25,2.97218E-25,1.32462E-24,6.97534E-24,1.83712E-23,3.53553E-23,4.89045E-23,8.51942E-23,1.07448E-22,2.30679E-23,3.17412E-25,3.79777E-25,1.40E-02,1.09E+01
1.51575E-25,1.28455E-25,1.3407E-25,1.87932E-25,1.22858E-25,2.48747E-25,1.12063E-24,2.90336E-24,5.69412E-24,7.91872E-24,1.34154E-23,1.66582E-23,3.52733E-24,1.36602E-25,1.68356E-25,1.40E-02,1.10E+01
1.20169E-19,1.12237E-19,1.09874E-19,9.89398E-20,6.92685E-20,4.65076E-20,3.87889E-20,2.75966E-20,2.04522E-20,1.46039E-20,6.94487E-21,4.12158E-21,2.19252E-21,1.14393E-19,9.20866E-20,2.00E-02,6.00E+00
1.40564E-19,1.3022E-19,1.29296E-19,1.19882E-19,8.74392E-20,5.9769E-20,5.02458E-20,3.59249E-20,2.66821E-20,1.90913E-20,9.05924E-21,5.34914E-21,2.91993E-21,1.32619E-19,1.13563E-19,2.00E-02,6.10E+00
1.43021E-19,1.31642E-19,1.31342E-19,1.23218E-19,9.11235E-20,6.26568E-20,5.28659E-20,3.78725E-20,2.8154E-20,2.0159E-20,9.56339E-21,5.63825E-21,3.08492E-21,1.34477E-19,1.17439E-19,2.00E-02,6.20E+00
1.38892E-19,1.27911E-19,1.28635E-19,1.20824E-19,9.09917E-20,6.29495E-20,5.34855E-20,3.83888E-20,2.86017E-20,2.05052E-20,9.79851E-21,5.78869E-21,3.16837E-21,1.30413E-19,1.16074E-19,2.00E-02,6.30E+00
1.23593E-19,1.13835E-19,1.15306E-19,1.08953E-19,8.35283E-20,5.8401E-20,5.02569E-20,3.62867E-20,2.71499E-20,1.94963E-20,9.45331E-21,5.61591E-21,3.0306E-21,1.16052E-19,1.05345E-19,2.00E-02,6.40E+00
1.01032E-19,9.25275E-20,9.37629E-20,9.03549E-20,7.19454E-20,5.243E-20,4.70622E-20,3.46913E-20,2.63155E-20,1.91098E-20,9.61949E-21,5.82109E-21,3.09448E-21,9.48173E-20,8.86768E-20,2.00E-02,6.50E+00
7.25823E-20,6.64901E-20,6.69827E-20,6.41332E-20,5.2221E-20,3.96731E-20,3.73209E-20,2.82899E-20,2.23197E-20,1.69785E-20,1.02866E-20,7.51159E-21,3.14992E-21,6.8262E-20,6.34121E-20,2.00E-02,6.60E+00
5.37902E-20,4.87401E-20,4.90826E-20,4.6276E-20,3.79452E-20,2.83985E-20,2.65277E-20,2.06576E-20,1.80285E-20,1.62063E-20,1.72754E-20,1.88883E-20,5.35244E-21,5.03313E-20,4.61123E-20,2.00E-02,6.70E+00
3.87002E-20,3.49557E-20,3.52281E-20,3.32276E-20,2.79749E-20,2.12985E-20,2.0439E-20,1.6903E-20,1.70806E-20,1.8544E-20,2.83795E-20,3.54255E-20,9.02942E-21,3.61554E-20,3.35393E-20,2.00E-02,6.80E+00
2.6963E-20,2.42897E-20,2.45213E-20,2.31959E-20,2.01166E-20,1.55296E-20,1.53023E-20,1.34834E-20,1.59548E-20,2.059E-20,4.00221E-20,5.34702E-20,1.31433E-20,2.51496E-20,2.37304E-20,2.00E-02,6.90E+00
1.8666E-20,1.68313E-20,1.71851E-20,1.64908E-20,1.45608E-20,1.14922E-20,1.17478E-20,1.05262E-20,1.23438E-20,1.55164E-20,2.78245E-20,3.65723E-20,8.78464E-21,1.74298E-20,1.69347E-20,2.00E-02,7.00E+00
1.30535E-20,1.17834E-20,1.22885E-20,1.21294E-20,1.0663E-20,8.60074E-21,9.31305E-21,8.65326E-21,1.00255E-20,1.1834E-20,1.90718E-20,2.42293E-20,5.60599E-21,1.22037E-20,1.23077E-20,2.00E-02,7.10E+00
9.43169E-21,8.61535E-21,8.96774E-21,8.9522E-21,8.07627E-21,6.80374E-21,7.71294E-21,7.11227E-21,7.81297E-21,8.53855E-21,1.22109E-20,1.48736E-20,3.36149E-21,8.89678E-21,9.11334E-21,2.00E-02,7.20E+00
6.94783E-21,6.44486E-21,6.67309E-21,6.73045E-21,6.19827E-21,5.65791E-21,7.13168E-21,6.897E-21,7.58997E-21,8.00763E-21,1.04989E-20,1.21852E-20,2.68055E-21,6.63026E-21,6.85213E-21,2.00E-02,7.30E+00
5.5657E-21,5.25452E-21,5.41831E-21,5.531E-21,5.20133E-21,4.99896E-21,6.49974E-21,5.99907E-21,6.04027E-21,5.90587E-21,6.76905E-21,7.41754E-21,1.59953E-21,5.37841E-21,5.63661E-21,2.00E-02,7.40E+00
4.25241E-21,4.08833E-21,4.19465E-21,4.33076E-21,4.15247E-21,4.19705E-21,5.74942E-21,5.59077E-21,5.825E-21,5.7306E-21,6.43327E-21,6.86114E-21,1.4517E-21,4.16368E-21,4.41384E-21,2.00E-02,7.50E+00
3.26593E-21,3.19802E-21,3.27068E-21,3.42528E-21,3.34855E-21,3.52631E-21,4.96441E-21,4.88113E-21,5.10999E-21,5.0092E-21,5.53937E-21,5.833E-21,1.22192E-21,3.23982E-21,3.49104E-21,2.00E-02,7.60E+00
2.48712E-21,2.48383E-21,2.54038E-21,2.71085E-21,2.70147E-21,2.97101E-21,4.3308E-21,4.37043E-21,4.72624E-21,4.83219E-21,6.48055E-21,7.48397E-21,1.64414E-21,2.50151E-21,2.76077E-21,2.00E-02,7.70E+00
1.87892E-21,1.9145E-21,1.96288E-21,2.13679E-21,2.16881E-21,2.52285E-21,3.78844E-21,3.76773E-21,4.12671E-21,4.47693E-21,7.31382E-21,9.13844E-21,2.0979E-21,1.91559E-21,2.17432E-21,2.00E-02,7.80E+00
1.38805E-21,1.44026E-21,1.48296E-21,1.65161E-21,1.71086E-21,2.1303E-21,3.3601E-21,3.38292E-21,3.64083E-21,3.77054E-21,5.31873E-21,6.26954E-21,1.39557E-21,1.43286E-21,1.68243E-21,2.00E-02,7.90E+00
1.03749E-21,1.09728E-21,1.1397E-21,1.29972E-21,1.3707E-21,1.83952E-21,3.04503E-21,3.09537E-21,3.39797E-21,3.67506E-21,5.89044E-21,7.29867E-21,1.66468E-21,1.08382E-21,1.32547E-21,2.00E-02,8.00E+00
7.16218E-22,7.76721E-22,8.17214E-22,9.5707E-22,1.03043E-21,1.52265E-21,2.70657E-21,2.85549E-21,3.25375E-21,3.64734E-21,6.24074E-21,7.8854E-21,1.81016E-21,7.5899E-22,9.78409E-22,2.00E-02,8.10E+00
4.79312E-22,5.33725E-22,5.72252E-22,6.86066E-22,7.53872E-22,1.22173E-21,2.30288E-21,2.42601E-21,2.70035E-21,2.94586E-21,4.75046E-21,5.87857E-21,1.33837E-21,5.14031E-22,7.04748E-22,2.00E-02,8.20E+00
2.94323E-22,3.41167E-22,3.76834E-22,4.65739E-22,5.29025E-22,9.67084E-22,1.98531E-21,2.19948E-21,2.57986E-21,2.9653E-21,5.279E-21,6.73795E-21,1.54904E-21,3.20915E-22,4.82805E-22,2.00E-02,8.30E+00
1.75392E-22,2.1306E-22,2.462E-22,3.1379E-22,3.7013E-22,7.48886E-22,1.61591E-21,1.76539E-21,1.96693E-21,2.12354E-21,3.31998E-21,4.04718E-21,9.13482E-22,1.93436E-22,3.29138E-22,2.00E-02,8.40E+00
8.60485E-23,1.14989E-22,1.46321E-22,1.99242E-22,2.5036E-22,5.79824E-22,1.33656E-21,1.50648E-21,1.72756E-21,1.9288E-21,3.18534E-21,3.96333E-21,9.01281E-22,9.68621E-23,2.12974E-22,2.00E-02,8.50E+00
